avg_vote,metascore,tomatometer_score,audience_score,usa_gross_income,worldwide_gross_income
6.0,26.0,48%,41%, 74918,1048704
6.8,55.0,47%,66%, 22836,92654
6.6,73.0,88%,62%, 7919574,35485056
6.2,64.0,73%,44%, 15026056,37930465
6.6,51.0,68%,67%, 85028192,314975955
5.2,49.0,43%,30%, 12754783,13101672
5.2,24.0,23%,23%, 17687709,25562924
7.0,58.0,77%,73%, 5637066,10835752
6.4,37.0,29%,70%, 1064454,1064454
5.8,59.0,67%,51%, 104028807,207039844
5.8,19.0,18%,57%, 1327841,1327841
5.7,42.0,46%,37%, 55007,4381603
6.6,54.0,45%,52%, 4712792,4978353
4.8,,92%,79%, 35784,35784
6.6,30.0,7%,42%, 40400,40400
4.7,45.0,37%,74%, 53345287,54161287
7.2,65.0,81%,64%, 2871956,5277766
6.4,67.0,78%,58%, 29063,171760
6.6,39.0,29%,61%, 172558876,794861794
6.8,57.0,65%,68%, 102427862,348319861
7.4,95.0,91%,80%, 95720716,132820716
6.1,50.0,66%,51%, 86907746,104907746
6.7,81.0,74%,52%, 8110975,14710975
6.3,77.0,84%,51%, 7587485,21075757
5.8,25.0,13%,35%, 37240,37240
7.5,52.0,64%,83%, 58293,546149
6.5,71.0,93%,70%, 13888,13888
5.6,38.0,23%,34%, 17782178,24079268
7.4,57.0,59%,75%, 52421953,91970827
8.0,90.0,95%,82%, 25568251,47351251
7.2,90.0,92%,74%, 150117807,251171807
6.1,36.0,22%,46%, 26068955,40468955
6.7,49.0,42%,45%, 7227038,14880939
6.4,43.0,41%,68%, 35074677,140470746
4.8,24.0,0%,46%, 4343227,6412349
5.4,50.0,38%,36%, 16697,71759
7.2,59.0,50%,70%, 115637895,161459297
7.4,30.0,24%,78%, 6485961,17572289
5.7,48.0,38%,32%, 18007317,18637201
6.3,48.0,48%,42%, 4916,80038
4.8,33.0,11%,36%, 60522097,243611982
7.7,86.0,91%,83%, 17654912,27682872
6.5,63.0,73%,53%, 137815,519438
5.7,37.0,13%,43%, 64251541,120885527
5.3,33.0,57%,69%, 85911262,133821816
6.8,41.0,32%,56%, 31569268,102069268
7.3,88.0,96%,79%, 700059566,1346913161
6.1,62.0,69%,65%, 48637684,49002684
5.6,40.0,38%,48%, 125106,1471106
6.2,49.0,36%,36%, 3255008,8555008
6.2,31.0,13%,43%, 12600231,30800231
6.0,41.0,37%,35%, 4404,4404
7.2,67.0,79%,75%, 2540106,9368803
7.7,,83%,66%, 986697,1651601
6.2,51.0,42%,31%, 350006,1806548
6.7,48.0,41%,69%, 150947895,288885818
7.0,37.0,24%,49%, 11494838,13231461
7.7,70.0,90%,92%, 259766572,714421503
5.4,67.0,64%,30%, 7413,7413
6.6,43.0,36%,69%, 15767460,31672678
7.4,74.0,96%,82%, 129834,1214509
6.3,24.0,14%,37%, 6002684,10080749
8.4,81.0,87%,91%, 162805434,425368238
6.5,66.0,78%,60%, 18494006,26895481
5.8,39.0,42%,55%, 68559554,199850315
7.6,68.0,85%,86%, 41003371,48126384
5.4,39.0,29%,51%, 42345531,240159255
5.4,40.0,36%,47%, 201436,223580
8.0,81.0,88%,81%, 92054159,260512487
5.7,66.0,85%,58%, 14806,54110
6.3,54.0,46%,40%, 16685867,73244881
5.9,21.0,11%,44%, 35593113,94073028
6.4,58.0,66%,65%, 83028128,282570682
7.1,68.0,83%,82%, 61433527,121790373
7.0,72.0,91%,80%, 4010957,4424699
7.2,79.0,91%,80%, 6002451,9138338
5.6,37.0,26%,40%, 2521,15220
5.7,57.0,42%,72%, 2850357,2940411
6.8,68.0,76%,64%, 2301839,2401510
6.6,53.0,51%,64%, 202853933,708982323
7.4,48.0,48%,72%, 47119388,84419388
6.7,55.0,71%,60%, 327345,1150681
5.8,27.0,11%,74%, 8437,8437
8.0,75.0,90%,91%, 233921534,746045700
4.4,27.0,3%,19%, 10753574,10898293
7.3,77.0,94%,83%, 14431633,18803648
6.3,,73%,53%, 5000,5000
6.5,57.0,66%,55%, 60213,925762
8.1,93.0,97%,93%, 45055776,98275238
6.2,42.0,41%,48%, 17616641,46216641
7.3,76.0,77%,75%, 93772375,161772375
6.0,52.0,34%,61%, 156996,156996
6.7,51.0,45%,65%, 51872378,68572378
6.1,72.0,79%,60%, 113721571,167221571
6.2,62.0,68%,54%, 15433,15433
5.3,53.0,56%,34%, 447954,11947954
5.5,39.0,27%,34%, 23219748,117831631
6.8,53.0,63%,61%, 48086903,77712439
6.4,30.0,19%,51%, 82390774,138224951
5.8,47.0,50%,66%, 91443253,101332962
5.6,28.0,7%,40%, 21819348,46519348
5.1,34.0,28%,26%, 5661,5661
7.2,66.0,83%,71%, 15024049,19422261
7.4,74.0,86%,80%, 1066471,2711379
7.0,66.0,89%,70%, 117047,128668
7.4,76.0,97%,80%, 21590086,32613173
5.4,,29%,27%, 7793,9650552
6.0,64.0,78%,62%, 9129,9129
6.7,57.0,64%,60%, 87242834,296482446
6.4,43.0,32%,51%, 6997,245027
6.6,,17%,59%, 7965,20700
5.9,53.0,83%,59%, 35266619,84790678
4.8,33.0,14%,15%, 3003,8315
5.7,51.0,47%,36%, 6543,6543
6.6,77.0,85%,60%, 2025328,5867686
5.8,30.0,20%,44%, 112200072,362000072
7.5,76.0,90%,89%, 424668047,865011746
6.6,64.0,69%,71%, 337135885,755356711
6.5,65.0,69%,66%, 281723902,653428261
6.8,66.0,87%,69%, 57474,1009474
5.9,42.0,41%,62%, 1832541,1832541
5.1,36.0,16%,33%, 38543473,126069509
5.8,68.0,76%,41%, 101200044,359200044
6.9,47.0,43%,67%, 75468583,176586701
6.2,45.0,34%,60%, 36249674,67234188
6.4,60.0,50%,49%, 93436322,209035668
5.5,22.0,17%,24%, 17501244,25601244
6.9,52.0,35%,54%, 13371528,20275812
7.0,64.0,82%,71%, 1430655,1824678
6.4,68.0,89%,60%, 319285,592116
6.8,73.0,87%,65%, 17237855,36233517
6.2,51.0,59%,51%, 1333124,3377430
5.7,60.0,54%,33%, 3652206,3885342
6.2,66.0,80%,48%, 507463,13551951
6.0,36.0,26%,35%, 5775076,34227298
6.7,66.0,76%,65%, 123087120,332207671
6.4,45.0,51%,47%, 49875291,86175291
7.4,62.0,83%,81%, 16170632,63464861
6.9,54.0,66%,76%, 206362140,644783140
5.3,21.0,16%,35%, 33700160,221600160
7.2,66.0,80%,83%, 65001093,115350426
6.3,42.0,31%,54%, 2159041,2313509
6.4,59.0,71%,66%, 119793567,274325949
6.8,46.0,42%,82%, 108252517,122752517
6.1,38.0,44%,40%, 4876,102819
7.1,67.0,86%,75%, 3325038,4806423
5.0,,19%,28%, 18119640,37157648
2.5,31.0,8%,53%, 172000,252805
6.4,54.0,84%,61%, 41000,41000
6.4,57.0,79%,60%, 60818,60818
6.0,55.0,57%,53%, 1251749,1386088
7.1,76.0,94%,76%, 970325,2362019
5.5,26.0,40%,40%, 11107431,18159691
5.6,41.0,30%,34%, 8008161,15008161
6.3,68.0,57%,49%, 150157400,270665134
7.1,57.0,61%,68%, 43034523,86234523
6.9,55.0,48%,59%, 12227722,24902723
4.9,,20%,42%, 1189612,1194961
8.0,76.0,91%,92%, 333176600,772776600
6.1,52.0,70%,50%, 100144,5464885
5.3,34.0,14%,56%, 71017784,347545360
6.9,87.0,94%,63%, 6263670,13627519
6.3,54.0,52%,63%, 49008662,77112176
6.5,69.0,85%,62%, 61782,2122909
5.7,35.0,19%,53%, 134506920,173965010
7.0,56.0,62%,63%, 92168600,222809600
8.1,96.0,95%,90%, 56671993,187733202
6.7,58.0,63%,66%, 27569558,52099090
6.4,63.0,65%,50%, 1066981,2379154
4.0,35.0,15%,26%, 15179302,25051865
5.9,42.0,35%,42%, 45540830,334933831
5.2,29.0,19%,84%, 1914090,1914090
5.9,,45%,81%, 2861020,2861020
7.1,59.0,66%,68%, 4438438,22320893
6.3,44.0,65%,45%, 13809,826913
6.8,71.0,83%,68%, 376597,499725
5.6,34.0,25%,37%, 20783704,32917353
7.2,82.0,85%,73%, 17766658,34441873
8.1,,86%,86%, 2804874,4490134
5.1,35.0,7%,28%, 1061,189739
6.7,59.0,71%,83%, 70525195,72835710
6.8,58.0,51%,66%, 35763137,48963137
8.0,73.0,90%,91%, 91125683,233555708
6.7,81.0,86%,69%, 444098,587174
5.7,36.0,18%,43%, 54647948,240697856
5.6,36.0,30%,35%, 86208010,169837010
6.5,39.0,40%,47%, 10895295,18074539
5.3,63.0,67%,38%, 14124284,31724284
6.1,47.0,89%,31%, 31081,2631275
4.9,39.0,24%,36%, 84525432,100375432
4.6,40.0,23%,34%, 53885000,142802657
5.6,32.0,18%,50%, 245439076,1104054072
8.1,71.0,84%,91%, 67209615,175302354
6.0,57.0,65%,44%, 68549695,131457147
5.6,27.0,17%,46%, 78747585,244874809
7.3,86.0,87%,76%, 12795746,21107746
5.7,33.0,23%,35%, 2280004,4811525
6.0,43.0,50%,52%, 155190832,473990832
5.8,46.0,44%,43%, 39282227,72282227
6.6,39.0,46%,51%, 42330,177753
5.6,66.0,59%,33%, 5845732,19145732
6.3,55.0,53%,40%, 3450,103118
5.9,49.0,43%,37%, 1513793,3067531
7.5,65.0,79%,84%, 83301580,117867984
7.3,51.0,52%,76%, 86260045,155160045
6.4,58.0,67%,59%, 102757,423306
5.4,31.0,23%,38%, 5782,5782
4.4,22.0,3%,35%, 10501938,11806432
6.6,57.0,65%,61%, 7779614,7804337
6.3,40.0,34%,47%, 54445357,107645357
7.2,64.0,77%,78%, 44137712,54837234
6.2,67.0,61%,44%, 350741,1338365
7.2,61.0,79%,73%, 3419967,7972967
6.7,,89%,67%, 3047539,6797958
6.1,52.0,30%,44%, 78031620,156049023
7.3,72.0,95%,83%, 56823,449064
7.3,72.0,72%,84%, 350126372,547426372
5.9,69.0,71%,49%, 128002372,212902372
8.3,,100%,93%, 12153,12153
5.8,48.0,33%,29%, 32251,408918
5.8,53.0,51%,47%, 38934842,45336704
5.6,22.0,31%,28%, 1624,605403
5.7,41.0,39%,36%, 64473115,89328627
5.4,19.0,7%,53%, 133668525,246984278
5.3,48.0,33%,23%, 16973715,71009334
7.8,55.0,68%,81%, 15322921,87100449
6.4,73.0,82%,53%, 205139,442313
6.6,59.0,59%,56%, 26461644,71561644
6.0,39.0,25%,57%, 83911193,196710396
5.2,32.0,7%,51%, 17390770,17534314
7.9,94.0,98%,82%, 8114627,11176469
6.3,42.0,19%,37%, 23022309,103039258
6.1,58.0,52%,39%, 30283,1470582
6.1,51.0,51%,36%, 54529,306393
4.9,42.0,19%,66%, 65653242,66899242
6.6,70.0,73%,52%, 163807,1160724
6.2,50.0,43%,31%, 5750401,6331939
6.8,54.0,59%,65%, 28842237,29462046
6.2,38.0,27%,36%, 6147,6147
6.6,40.0,39%,57%, 83586447,161919318
6.4,48.0,38%,47%, 30348555,62832209
6.5,66.0,79%,58%, 24477704,28277704
5.8,54.0,54%,37%, 6420,6420
4.9,64.0,75%,33%, 8462,8462
6.3,42.0,34%,51%, 44672764,93492844
5.1,41.0,37%,25%, 8509867,17834867
6.5,51.0,48%,53%, 41189488,225874228
5.8,38.0,23%,59%, 65182182,70181428
6.5,55.0,59%,51%, 41012075,93282604
5.0,20.0,9%,51%, 40041683,60141683
7.8,74.0,89%,91%, 222527828,657827828
7.4,73.0,92%,87%, 334201140,880166924
6.4,62.0,80%,59%, 1171559,4070789
7.1,66.0,87%,78%, 143528619,521170825
8.1,79.0,87%,87%, 167767189,369330363
5.6,60.0,65%,55%, 66013057,117813057
5.2,31.0,20%,23%, 7117,14147
7.3,77.0,94%,84%, 486295561,1028570889
8.1,88.0,91%,86%, 59301324,172936941
5.8,31.0,18%,36%, 26302731,42426912
6.0,62.0,81%,54%, 162994032,325186032
6.4,61.0,80%,58%, 51183113,80383113
6.9,58.0,76%,87%, 404540171,962102237
3.8,36.0,22%,15%, 56825,270185
6.4,56.0,55%,49%, 336045770,1159398397
7.0,71.0,85%,77%, 191719337,331333876
5.8,49.0,43%,43%, 11774,267476
5.1,36.0,27%,35%, 43242871,90345871
3.9,33.0,18%,31%, 4198,4198
7.2,72.0,72%,72%, 22080,3623330
6.5,41.0,49%,66%, 98925640,170270201
7.1,60.0,61%,68%, 8323085,27333835
5.2,33.0,15%,38%, 34916787,109906372
7.1,76.0,88%,75%, 37880356,52501541
4.2,30.0,15%,22%, 22764410,42964410
7.4,59.0,59%,74%, 255119788,956019788
6.5,40.0,43%,61%, 20158898,43058898
6.4,65.0,65%,55%, 74262031,240891763
6.3,30.0,28%,52%, 23438250,34718173
4.9,41.0,31%,27%, 8785,8785
7.0,57.0,59%,66%, 3430018,4292517
6.8,86.0,98%,72%, 964413,10312540
4.1,46.0,25%,41%, 166167230,569651467
5.2,42.0,41%,24%, 17472,111107
6.1,35.0,32%,49%, 39322544,214657577
6.1,50.0,49%,43%, 257706,828850
7.5,85.0,94%,87%, 16101339,17385830
4.5,45.0,36%,30%, 45852178,60845711
7.3,78.0,91%,77%, 33405481,97505481
6.4,52.0,52%,62%, 73103784,205366737
6.4,38.0,25%,34%, 1021398,2624761
6.3,51.0,50%,47%, 653651,1412181
6.4,64.0,66%,51%, 1114423,2295423
5.2,53.0,64%,32%, 14567,130781
6.4,77.0,91%,55%, 130541,422746
6.6,22.0,14%,45%, 15071,15071
5.9,44.0,28%,40%, 16131410,35931410
6.3,49.0,48%,58%, 131538435,498781117
5.4,32.0,10%,26%, 10219501,14431253
7.1,78.0,96%,79%, 258384,993313
3.8,11.0,0%,69%, 3329674,3329674
5.6,36.0,8%,33%, 19316646,62675095
3.9,31.0,0%,17%, 2423468,5745040
5.8,42.0,31%,38%, 45431,615500
6.1,70.0,60%,40%, 32111,866211
6.3,73.0,86%,58%, 32846,97195
6.2,40.0,29%,42%, 30577122,87937815
7.1,56.0,52%,71%, 17273059,22088533
5.3,19.0,14%,58%, 5948,5948
6.1,82.0,92%,44%, 21818,21818
6.8,60.0,63%,61%, 200074609,880674609
7.5,88.0,97%,87%, 38322743,62076141
6.1,35.0,19%,45%, 48390190,164989338
6.9,74.0,82%,64%, 373375,2431443
6.1,49.0,63%,47%, 9221,9221
6.3,50.0,41%,49%, 17418667,26421747
6.4,44.0,40%,47%, 30664106,51164106
4.3,,44%,49%, 3124,3124
6.5,61.0,74%,53%, 27695246,44043910
6.7,63.0,88%,69%, 59424,59424
7.0,78.0,95%,75%, 17550872,25288872
6.3,73.0,89%,56%, 2225098,8652213
6.4,77.0,91%,48%, 1865396,4159246
7.3,66.0,76%,83%, 459005868,1402805868
6.6,68.0,81%,52%, 2429989,3819421
6.0,40.0,40%,54%, 45020282,197183546
7.3,88.0,92%,71%, 3759286,5659286
6.3,38.0,35%,46%, 25018119,32556119
7.2,95.0,94%,74%, 12711491,40272135
5.3,38.0,38%,30%, 7192291,12666449
6.1,49.0,33%,62%, 155271,438165
7.4,64.0,84%,82%, 10726630,16607575
7.3,51.0,57%,79%, 33307793,61619773
6.9,54.0,64%,72%, 93432655,162360636
6.6,60.0,65%,71%, 159582188,229930771
5.5,34.0,21%,44%, 171740,171740
6.7,63.0,78%,64%, 51687870,100121713
6.5,70.0,82%,57%, 18823,18823
5.2,47.0,42%,20%, 1750,550108
7.6,77.0,90%,89%, 37709979,100129872
6.4,47.0,36%,45%, 22348241,33213241
6.0,26.0,13%,44%, 89256424,326479141
7.1,67.0,87%,76%, 130178411,246233113
6.1,59.0,50%,35%, 54030,83008
5.3,31.0,19%,58%, 15973881,16337881
5.8,38.0,18%,40%, 15160801,25419147
3.1,12.0,1%,38%, 14019924,19682924
4.6,30.0,14%,27%, 18300124,78903124
5.0,42.0,39%,34%, 32462372,90894962
6.8,94.0,97%,56%, 3958500,22179785
7.9,81.0,93%,86%, 936662225,2068223624
5.3,34.0,17%,25%, 53086,270971
6.6,42.0,28%,44%, 13651946,36606743
6.7,44.0,56%,64%, 169700110,474800000
6.2,53.0,44%,41%, 1738477,30930984
6.4,77.0,88%,50%, 60231,1253774
4.7,16.0,13%,75%, 60755732,64676349
6.2,69.0,83%,50%, 60311495,94017294
7.9,81.0,94%,82%, 100546139,203388186
8.0,66.0,85%,88%, 132422809,305937718
7.2,60.0,61%,61%, 12545979,25975621
6.5,66.0,73%,55%, 31090320,74679822
6.6,51.0,65%,59%, 33078266,85978266
6.1,44.0,33%,41%, 43139300,87189756
6.0,34.0,28%,45%, 90411453,111711453
6.2,34.0,29%,48%, 77041381,299457024
6.6,50.0,47%,57%, 45018541,84918541
5.6,50.0,44%,30%, 88273,274717
7.7,74.0,81%,86%, 6758416,9074749
4.7,25.0,7%,22%, 6900335,13082071
7.6,88.0,97%,88%, 27007844,37879877
8.5,88.0,94%,94%, 13092000,48982041
5.5,49.0,37%,48%, 26830068,312242626
5.7,,60%,30%, 4076,4076
6.3,48.0,45%,50%, 81476385,215863606
5.1,29.0,13%,26%, 12314651,13081651
5.7,38.0,86%,89%, 26410477,94061311
6.6,76.0,84%,67%, 3712282,6212282
7.4,65.0,87%,82%, 2722209,3396345
7.1,68.0,86%,80%, 158848340,343471816
7.2,79.0,92%,75%, 57682904,64414761
7.4,51.0,55%,73%, 56245075,208314186
6.4,44.0,49%,55%, 1281258,6724365
5.7,28.0,9%,40%, 22467450,82347656
5.0,,53%,23%, 673151,774780
6.2,47.0,47%,57%, 113746621,363204635
7.1,81.0,91%,72%, 1375769,5090608
5.4,40.0,21%,38%, 63285885,78844582
6.9,66.0,84%,77%, 69179066,117679066
6.3,51.0,60%,50%, 270620950,511595957
6.5,61.0,73%,62%, 368384330,875457937
7.6,64.0,76%,84%, 85817906,211817906
5.4,51.0,32%,24%, 8005980,19652057
7.1,64.0,73%,68%, 43482270,203427584
6.7,64.0,72%,62%, 44903,1363964
5.4,35.0,24%,68%, 6901965,7215027
4.9,57.0,43%,26%, 5012,5012
7.1,33.0,31%,71%, 37446117,62944815
3.3,,0%,31%, 2421,2421
6.6,67.0,76%,68%, 3128941,3171593
4.1,34.0,18%,21%, 15821461,36921560
5.3,32.0,16%,31%, 27740955,52882018
7.1,66.0,82%,76%, 513447,596933
5.6,22.0,11%,31%, 4571,118263
7.2,67.0,81%,78%, 2402004,41681746
6.8,62.0,79%,78%, 3322127,3485127
6.5,68.0,77%,73%, 9536300,9995692
6.4,81.0,85%,64%, 25317471,26117471
6.4,58.0,54%,43%, 191533,4644525
6.7,71.0,88%,72%, 76233151,143695338
6.9,79.0,88%,66%, 32732301,43070915
7.7,60.0,74%,84%, 128261724,414351546
2.1,1.0,0%,11%, 607,171511
5.9,48.0,47%,47%, 9420546,23157646
6.0,51.0,38%,51%, 46009673,77068246
4.7,17.0,8%,43%, 17329486,23959486
6.4,63.0,65%,64%, 184296230,287144079
7.5,75.0,90%,84%, 356000,614444
5.6,29.0,21%,42%, 8821329,13385737
7.2,65.0,88%,81%, 102617,139745
5.9,32.0,13%,48%, 91221830,124605297
6.2,38.0,26%,40%, 21321100,41898409
6.7,43.0,47%,59%, 3591299,5483299
6.6,54.0,51%,45%, 10539326,51029361
6.3,32.0,21%,77%, 57386418,96942115
7.9,76.0,95%,85%, 32381217,38697217
7.3,81.0,99%,81%, 19375982,106209378
6.6,53.0,45%,49%, 46874505,151572634
6.6,45.0,39%,65%, 21571189,21833967
7.3,68.0,87%,85%, 31424003,45967935
7.1,76.0,93%,78%, 1411927,1828232
5.6,56.0,51%,25%, 143101,459636
6.2,42.0,28%,58%, 130179072,297002527
6.3,52.0,61%,43%, 4013786,10606667
7.1,47.0,57%,66%, 2022115,23762417
7.4,68.0,87%,81%, 43037835,86013056
6.0,57.0,71%,50%, 24956,24956
5.2,31.0,16%,23%, 25801570,38356892
6.1,51.0,37%,32%, 169976,413567
5.6,52.0,53%,36%, 44307191,62187529
6.2,55.0,46%,44%, 1020921,3679847
6.9,83.0,87%,68%, 3400278,4644472
7.0,79.0,89%,69%, 5749134,12007070
5.2,32.0,16%,30%, 16029670,72629670
8.0,78.0,98%,92%, 341268248,1023784195
6.1,,50%,35%, 5514,5514
7.2,35.0,67%,85%, 2000093,2000093
5.5,70.0,76%,37%, 30312,30312
5.1,31.0,7%,35%, 34580201,51380201
5.0,33.0,15%,51%, 85886987,234798636
6.4,50.0,57%,56%, 71962800,111928365
6.5,44.0,28%,62%, 330360194,873634919
5.5,23.0,0%,32%, 21256,243793
6.4,58.0,65%,72%, 42024533,57824533
6.1,58.0,71%,55%, 4212494,9169507
7.7,72.0,80%,84%, 35893537,123726688
6.7,76.0,91%,69%, 332890,2700051
7.3,55.0,67%,81%, 54240821,88880821
6.9,74.0,89%,76%, 16831,164290
6.9,54.0,75%,63%, 13302,79624
6.5,44.0,45%,67%, 6382924,17998703
7.0,50.0,61%,60%, 4196641,38176317
6.0,55.0,56%,46%, 59281555,123081555
5.4,25.0,19%,66%, 10429707,10536956
5.5,27.0,12%,29%, 7696134,47275695
7.3,65.0,80%,81%, 102470008,320392818
6.4,87.0,97%,60%, 14016568,21401949
6.7,51.0,51%,54%, 9252038,16810562
7.6,82.0,95%,89%, 109767581,173567581
6.9,67.0,73%,68%, 4702420,16002420
7.0,75.0,95%,78%, 110825712,235666219
5.6,41.0,31%,51%, 33370166,64493915
5.3,55.0,45%,36%, 1826705,1882074
4.6,22.0,14%,62%, 182695,182695
6.9,74.0,91%,76%, 174532921,238532921
6.1,50.0,50%,76%, 113169,113169
6.5,46.0,33%,53%, 65075540,334897606
6.9,73.0,84%,75%, 14618727,14618727
6.5,62.0,57%,50%, 1588150,12055868
6.0,51.0,63%,47%, 2002036,3004168
6.2,75.0,84%,66%, 110212700,140795793
5.5,29.0,7%,28%, 3020664,3394174
6.9,67.0,88%,70%, 17737646,29355203
6.7,38.0,33%,44%, 705908,1705908
4.7,30.0,12%,33%, 35423380,52425855
7.3,66.0,74%,79%, 234037575,814037575
6.7,62.0,86%,55%, 3181,162556
6.1,52.0,57%,51%, 52218558,112983889
7.5,60.0,83%,77%, 7857741,8235661
6.9,72.0,92%,74%, 229094,1295574
5.2,30.0,17%,23%, 4799774,6341855
6.8,83.0,95%,66%, 14674076,21528593
5.1,,67%,75%, 321910,421404
7.8,62.0,85%,86%, 6735118,42187665
7.4,74.0,85%,84%, 125070033,240797623
5.4,58.0,60%,38%, 63014,63014
6.1,40.0,34%,49%, 10763520,13061491
6.1,43.0,35%,Nan, 33258,2084628
5.9,28.0,28%,51%, 62524260,205754447
6.1,50.0,43%,45%, 14440985,27139524
7.5,72.0,85%,85%, 18754371,43884652
6.0,60.0,74%,32%, 29538,4536348
5.4,37.0,29%,36%, 84273813,257047661
5.8,39.0,33%,89%, 38052832,102952888
4.7,28.0,38%,51%, 3127773,7353544
5.2,27.0,15%,43%, 130168683,605425157
6.9,52.0,47%,65%, 155442489,543934105
6.8,65.0,84%,77%, 3902185,13819139
6.1,47.0,37%,42%, 58697076,162146076
5.6,37.0,24%,40%, 32187017,41087017
6.5,52.0,90%,79%, 102826543,352789811
6.7,58.0,71%,51%, 84410380,296069199
7.5,76.0,86%,81%, 3740823,47309313
5.7,34.0,18%,39%, 64063008,408579038
4.4,13.0,5%,33%, 71038190,107588225
6.1,23.0,16%,42%, 20444,906995
7.4,82.0,94%,84%, 146880162,490719763
7.1,82.0,87%,65%, 9077245,15456717
6.3,49.0,58%,53%, 264624300,1034799409
7.1,59.0,72%,72%, 270395425,634151679
5.4,36.0,14%,43%, 28370522,65146020
7.8,75.0,91%,89%, 408084349,1153296293
7.9,74.0,93%,87%, 315058289,853977126
7.4,76.0,91%,85%, 21120616,29820616
7.6,81.0,95%,89%, 248757044,690845539
5.7,38.0,31%,40%, 21218403,125729635
6.4,58.0,68%,61%, 43047372,52395996
7.1,65.0,86%,78%, 51342000,134866593
6.6,57.0,68%,55%, 23083334,24972139
6.2,71.0,91%,78%, 115171585,140552359
4.3,1.0,14%,72%, 36026,36026
6.7,59.0,70%,69%, 152901115,383930656
7.7,80.0,93%,84%, 608581744,1242805359
7.4,54.0,77%,77%, 82703,16053043
4.1,42.0,22%,40%, 2184640,2333684
6.3,56.0,57%,47%, 32000304,85512300
5.9,67.0,90%,66%, 54030051,55030051
7.1,60.0,60%,63%, 40098064,119520023
6.1,59.0,50%,43%, 58738,63373
8.0,80.0,91%,91%, 228433663,630161890
7.6,81.0,90%,87%, 72313754,165478348
6.4,66.0,74%,57%, 55483770,183288689
7.5,52.0,70%,79%, 1184564,4235959
5.5,59.0,61%,37%, 32482090,62882090
6.5,53.0,46%,59%, 1016985,1138609
6.6,53.0,47%,46%, 4030360,27391084
7.1,89.0,91%,73%, 2341534,12748594
5.8,23.0,21%,49%, 30353973,81093313
7.6,65.0,89%,89%, 6170998,9733932
6.3,57.0,66%,52%, 587774,985007
6.6,62.0,75%,69%, 168052812,566652812
8.0,69.0,84%,91%, 51738905,140312928
6.0,37.0,27%,53%, 59689605,88923251
6.9,62.0,70%,64%, 213767512,392924807
8.0,93.0,91%,81%, 151101803,446092357
6.2,46.0,38%,42%, 3591417,11122090
7.4,70.0,92%,79%, 36261763,62788218
6.3,66.0,80%,53%, 134552,143658
7.1,85.0,96%,76%, 702354,828874
5.4,48.0,32%,33%, 51024708,160542134
6.4,26.0,32%,87%, 67790117,73256266
5.1,35.0,47%,35%, 779820,850419
7.2,72.0,89%,83%, 17506470,17986781
6.1,49.0,66%,51%, 42725475,61548707
5.8,66.0,78%,80%, 62398,62398
6.0,44.0,36%,44%, 615816,615816
5.6,36.0,18%,51%, 57027435,60273173
5.6,42.0,60%,69%, 1186426,1406538
6.3,50.0,53%,51%, 175003033,527965936
6.9,76.0,90%,80%, 4211129,8484418
7.6,86.0,92%,86%, 107825862,226945087
7.6,67.0,85%,87%, 389813101,863756051
6.3,,14%,69%, 1991,176777
6.6,58.0,61%,97%, 4376819,4376819
6.4,33.0,16%,55%, 7885294,14793385
6.0,40.0,37%,47%, 82051601,245623848
5.0,24.0,0%,65%, 3895,3895
6.7,68.0,79%,65%, 9639125,9680029
7.6,83.0,97%,88%, 845464,5274664
7.1,33.0,26%,61%, 15709,3621046
4.3,37.0,18%,22%, 22395806,26667197
7.8,96.0,96%,78%, 47695371,78988148
7.0,64.0,71%,72%, 4210454,4935501
6.1,28.0,20%,56%, 152713,3326364
6.3,43.0,47%,54%, 81697192,312296056
7.4,93.0,93%,73%, 1479387,11784207
6.3,59.0,78%,59%, 55124043,119100758
6.1,22.0,25%,83%, 12985600,14394643
7.0,79.0,91%,75%, 3220371,3769214
5.7,39.0,16%,73%, 12695691,41142379
6.0,55.0,56%,48%, 79213375,118587880
6.7,36.0,25%,79%, 16376066,16376066
7.3,75.0,90%,80%, 175750384,311950384
6.6,52.0,36%,54%, 159555901,653755901
6.1,39.0,48%,76%, 21885107,60330833
6.8,71.0,87%,68%, 27383770,49052787
6.3,63.0,77%,55%, 20591853,20651333
8.5,68.0,85%,91%, 678815482,2048359754
5.5,19.0,11%,33%, 4046429,9206925
6.4,63.0,69%,52%, 1799312,3719383
5.9,47.0,32%,44%, 155936,531046
7.1,71.0,88%,78%, 89217875,157100845
6.5,57.0,73%,80%, 14394097,14401617
4.9,26.0,17%,72%, 9097072,9097072
6.4,69.0,93%,56%, 15861566,16779212
6.6,58.0,54%,55%, 162434410,415484914
7.6,37.0,24%,80%, 685780,685780
7.4,71.0,81%,84%, 28780744,59284015
6.9,84.0,91%,61%, 42402632,75984700
7.1,44.0,45%,81%, 61705123,73883359
6.7,77.0,91%,67%, 6980524,7087452
7.2,66.0,81%,82%, 12786053,24121245
6.8,76.0,88%,71%, 1129408,5401447
7.8,84.0,97%,86%, 48023088,69929545
7.1,73.0,83%,74%, 1490948,22468044
5.3,62.0,47%,30%, 180851,201890
6.1,65.0,82%,57%, 35144505,81705746
7.3,83.0,88%,74%, 5664764,7214806
7.5,75.0,89%,85%, 92029184,171539887
